age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status
40,average,vegan,often,sometimes,post-graduate,asian,70,90220.0,sales / marketing / biz dev,"san francisco, california",NA,straight,likes dogs and likes cats,NA,m,sagittarius and it&rsquo;s fun to think about,no,english (fluently),single
23,curvy,NA,socially,never,post-graduate,white,69,19642.0,computer / hardware / software,"san francisco, california",0.0,straight,NA,atheism but not too serious about it,m,cancer but it doesn&rsquo;t matter,sometimes,"english (fluently), c++ (okay), french (poorly)",seeing someone
22,curvy,vegetarian,socially,never,dropped out of college/university,white,63,28473.0,artistic / musical / writer,"san francisco, california",0.0,straight,has cats,other and very serious about it,f,cancer and it&rsquo;s fun to think about,no,"english (fluently), greek (poorly), spanish (poorly)",single
28,average,anything,socially,never,high school,white,73,92090.0,computer / hardware / software,"palo alto, california",0.0,straight,likes dogs and likes cats,other and laughing about it,m,capricorn and it&rsquo;s fun to think about,no,"english (fluently), swedish (fluently), spanish (poorly), french (poorly), german (poorly)",single
25,athletic,anything,socially,NA,college/university,white,71,77376.0,executive / management,"san francisco, california",0.0,straight,likes dogs and likes cats,judaism and laughing about it,m,leo,no,english,single
38,athletic,NA,socially,never,two-year college,white,64,46115.0,sales / marketing / biz dev,"hayward, california",NA,gay,has cats,other,f,aries,no,english,single
27,fit,anything,socially,sometimes,college/university,asian,72,39928.0,executive / management,"san francisco, california",0.0,straight,likes dogs,NA,m,leo but it doesn&rsquo;t matter,sometimes,english,single
25,thin,vegetarian,not at all,never,dropped out of college/university,hispanic / latin,67,18854.0,computer / hardware / software,"oakland, california",0.0,straight,likes dogs and likes cats,atheism and laughing about it,m,leo and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single
38,average,anything,socially,never,college/university,pacific islander,72,98440.0,political / government,"san francisco, california",NA,straight,likes dogs and likes cats,catholicism but not too serious about it,m,libra but it doesn&rsquo;t matter,no,english (fluently),single
27,athletic,vegan,socially,never,college/university,other,71,67312.0,computer / hardware / software,"oakland, california",0.0,straight,has dogs,judaism,m,taurus but it doesn&rsquo;t matter,no,"english (fluently), hebrew (okay)",single
27,athletic,anything,socially,never,college/university,white,63,64505.0,sales / marketing / biz dev,"san francisco, california",0.0,straight,NA,christianity but not too serious about it,f,virgo,no,english,single
31,athletic,NA,socially,never,post-graduate,indian,73,1e5,law / legal services,"san francisco, california",NA,straight,likes dogs and likes cats,NA,m,sagittarius but it doesn&rsquo;t matter,no,"english, bengali (fluently), hindi (poorly), spanish (poorly)",single
32,average,anything,socially,NA,college/university,white,68,67221.0,artistic / musical / writer,"san francisco, california",NA,straight,likes dogs and likes cats,NA,m,leo but it doesn&rsquo;t matter,no,english,available
27,average,anything,socially,never,college/university,black,68,79568.0,computer / hardware / software,"san francisco, california",0.0,straight,NA,christianity but not too serious about it,m,leo but it doesn&rsquo;t matter,no,"english (fluently), french (poorly)",single
25,fit,anything,socially,sometimes,college/university,white,70,19234.0,artistic / musical / writer,"oakland, california",0.0,straight,likes dogs and likes cats,judaism and laughing about it,m,pisces and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly), hindi (poorly)",single
23,thin,anything,socially,sometimes,college/university,hispanic / latin,71,58152.0,computer / hardware / software,"san francisco, california",0.0,straight,likes dogs and likes cats,agnosticism and laughing about it,m,aries but it doesn&rsquo;t matter,sometimes,"english (fluently), spanish (okay), lisp (fluently)",single
34,athletic,anything,socially,sometimes,college/university,white,68,28851.0,hospitality / travel,"san francisco, california",NA,straight,NA,other,m,leo,no,english,single
25,fit,anything,socially,sometimes,college/university,white,70,18598.0,student,"san francisco, california",NA,straight,likes dogs,agnosticism but not too serious about it,m,libra but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single
24,fit,anything,socially,never,college/university,white,72,93080.0,banking / financial / real estate,"san francisco, california",NA,straight,likes dogs and likes cats,NA,m,gemini but it doesn&rsquo;t matter,no,"english, spanish",single
35,average,anything,socially,sometimes,college/university,white,71,48595.0,transportation,"san francisco, california",NA,straight,likes dogs and likes cats,other,m,aries,sometimes,english,single
27,athletic,other,socially,sometimes,college/university,other,72,1e5,sales / marketing / biz dev,"san francisco, california",NA,straight,likes dogs and likes cats,other and very serious about it,m,aquarius and it matters a lot,sometimes,english,single
36,fit,NA,not at all,never,college/university,white,74,95030.0,banking / financial / real estate,"san francisco, california",NA,straight,likes dogs and likes cats,other but not too serious about it,m,virgo and it&rsquo;s fun to think about,no,english,single
39,athletic,other,socially,never,college/university,native american,69,39672.0,medicine / health,"san francisco, california",NA,straight,likes dogs and likes cats,other and laughing about it,f,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), french (okay)",single
37,curvy,NA,socially,sometimes,college/university,white,70,96980.0,computer / hardware / software,"san mateo, california",NA,straight,likes dogs and has cats,atheism and laughing about it,f,aquarius and it&rsquo;s fun to think about,no,english (fluently),single
41,athletic,anything,socially,never,college/university,white,70,95890.0,science / tech / engineering,"san francisco, california",NA,straight,has dogs,catholicism and laughing about it,m,taurus and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single
27,fit,anything,socially,never,post-graduate,other,71,1e5,computer / hardware / software,"palo alto, california",NA,straight,likes dogs,NA,m,leo and it&rsquo;s fun to think about,no,english (fluently),single
28,average,anything,socially,never,post-graduate,indian,69,94390.0,executive / management,"san francisco, california",NA,straight,NA,hinduism but not too serious about it,m,taurus but it doesn&rsquo;t matter,NA,"english (fluently), hindi (fluently), tamil (okay), other (okay), other (okay)",single
24,average,NA,socially,NA,college/university,white,70,49205.0,sales / marketing / biz dev,"san francisco, california",0.0,straight,likes dogs and likes cats,NA,m,virgo,no,"english (fluently), french (okay), persian (poorly)",single
35,average,anything,socially,never,college/university,white,72,1e5,computer / hardware / software,"san rafael, california",NA,straight,has dogs,agnosticism and laughing about it,m,capricorn but it doesn&rsquo;t matter,no,english,single
32,athletic,anything,rarely,never,college/university,hispanic / latin,68,77912.0,computer / hardware / software,"oakland, california",NA,straight,likes dogs and likes cats,NA,m,scorpio but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)",single
43,athletic,vegetarian,rarely,never,two-year college,black,71,39e3,medicine / health,"oakland, california",0.0,straight,dislikes dogs and likes cats,other and very serious about it,m,taurus but it doesn&rsquo;t matter,yes,english,single
27,thin,NA,socially,never,college/university,white,67,18102.0,student,"san francisco, california",NA,straight,has cats,NA,f,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), sign language (poorly)",seeing someone
42,fit,NA,socially,never,post-graduate,white,65,38628.0,education / academia,"san rafael, california",NA,straight,NA,buddhism and laughing about it,f,sagittarius and it matters a lot,no,"english (fluently), hindi (poorly), spanish (okay)",single
22,average,anything,socially,never,college/university,indian,69,78792.0,computer / hardware / software,"san francisco, california",0.0,straight,likes dogs,agnosticism,m,leo but it doesn&rsquo;t matter,no,"english (fluently), hindi (okay), tamil (okay)",single
28,fit,anything,socially,never,post-graduate,white,72,49355.0,political / government,"san francisco, california",0.0,straight,likes dogs and likes cats,other but not too serious about it,m,leo and it&rsquo;s fun to think about,no,"english (fluently), other (fluently)",single
36,athletic,anything,socially,never,post-graduate,white,75,1e5,executive / management,"san francisco, california",0.0,straight,likes dogs,christianity but not too serious about it,m,aries and it&rsquo;s fun to think about,no,"english (fluently), greek (okay)",single
30,thin,NA,often,NA,post-graduate,white,74,36836.0,artistic / musical / writer,"berkeley, california",0.0,straight,likes dogs and likes cats,atheism but not too serious about it,m,taurus but it doesn&rsquo;t matter,no,english (fluently),seeing someone
28,fit,anything,socially,never,college/university,white,68,73168.0,executive / management,"san francisco, california",NA,straight,likes dogs,NA,m,virgo but it doesn&rsquo;t matter,no,english,single
22,athletic,NA,often,sometimes,college/university,native american,69,1e5,student,"san francisco, california",NA,straight,NA,NA,m,cancer,sometimes,"english, french (okay), italian (okay)",single
19,average,anything,socially,never,two-year college,black,64,18032.0,sales / marketing / biz dev,"oakland, california",0.0,straight,has dogs,buddhism,f,sagittarius and it&rsquo;s fun to think about,sometimes,english,single
28,average,NA,rarely,never,college/university,indian,63,27066.0,education / academia,"san francisco, california",0.0,gay,has dogs and has cats,atheism and somewhat serious about it,f,aquarius but it doesn&rsquo;t matter,sometimes,english,single
26,curvy,NA,socially,sometimes,college/university,white,59,45720.0,medicine / health,"san francisco, california",NA,straight,NA,NA,f,sagittarius,NA,"english, spanish, portuguese (poorly)",single
57,a little extra,anything,socially,NA,post-graduate,white,69,98940.0,computer / hardware / software,"san mateo, california",0.0,straight,NA,judaism but not too serious about it,m,libra and it&rsquo;s fun to think about,no,english,available
25,fit,anything,socially,never,college/university,white,65,39208.0,clerical / administrative,"palo alto, california",0.0,straight,has dogs,NA,f,scorpio and it&rsquo;s fun to think about,no,"english, italian (okay)",single
