TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chr6 D3|6	mouse chr6 D3|6	0.999999999955377	-4.462304247185e-11	12	0	0	159	17270
mouse chr1 C1.3|1	mouse chr1 C1.3|1	0.999999999955377	-4.462304247185e-11	12	0	0	159	17270
mouse chrX E1|X	mouse chrX E1|X	0.999999999955377	-4.462304247185e-11	12	0	0	159	17270
mouse chr5 G2|5	mouse chr5 G2|5	0.999999999958014	-4.19858464912463e-11	117	0	0	159	17270
mouse chr13 D1|13	mouse chr13 D1|13	0.999999999962305	-3.76945619819897e-11	39	0	0	159	17270
mouse chr11 B2|11	mouse chr11 B2|11	0.999999999962305	-3.76945619819897e-11	39	0	0	159	17270
mouse chr15 D1|15	mouse chr15 D1|15	0.99999999996281	-3.71903646661473e-11	25	0	0	159	17270
mouse chr2 G3|2	mouse chr2 G3|2	0.99999999996281	-3.71903646661473e-11	25	0	0	159	17270
mouse chr10 B1|10	mouse chr10 B1|10	0.99999999996281	-3.71903646661473e-11	25	0	0	159	17270
mouse chr15 A1|15	mouse chr15 A1|15	0.99999999996281	-3.71903646661473e-11	25	0	0	159	17270
mouse chr13 A5|13	mouse chr13 A5|13	0.99999999996281	-3.71903646661473e-11	25	0	0	159	17270
mouse chr1 C3|1	mouse chr1 C3|1	0.99999999996281	-3.71903646661473e-11	25	0	0	159	17270
mouse chr1|1 H5	mouse chr1|1 H5	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr4 B2|4	mouse chr4 B2|4	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr8|8 B3.1	mouse chr8|8 B3.1	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr5 G1.2|5	mouse chr5 G1.2|5	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr5 A3|5 9.97 cM	mouse chr5 A3|5 9.97 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr7 B4|7 29.3 cM	mouse chr7 B4|7 29.3 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chrX A7.1|X	mouse chrX A7.1|X	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr9 E1|9 43.82 cM	mouse chr9 E1|9 43.82 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr9 D|9 42.3 cM	mouse chr9 D|9 42.3 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr4 B3|4 31.66 cM	mouse chr4 B3|4 31.66 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr15|15 F	mouse chr15|15 F	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr10 D3|10 77.19 cM	mouse chr10 D3|10 77.19 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr15 E1|15 37.85 cM	mouse chr15 E1|15 37.85 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr12|12 D2	mouse chr12|12 D2	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr1 H3|1 80.33 cM	mouse chr1 H3|1 80.33 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr2 H3|2 85.27 cM	mouse chr2 H3|2 85.27 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr7 A3|7 9.62 cM	mouse chr7 A3|7 9.62 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr4 C6|4 45.71 cM	mouse chr4 C6|4 45.71 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr9 D|9 40.08 cM	mouse chr9 D|9 40.08 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr9 F2|9 59.07 cM	mouse chr9 F2|9 59.07 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr6 F3|6 61.92 cM	mouse chr6 F3|6 61.92 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr15 F2|15 56.9 cM	mouse chr15 F2|15 56.9 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr12 A1.2|12	mouse chr12 A1.2|12	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr18 B2-B3|18	mouse chr18 B2-B3|18	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr6|6 F1	mouse chr6|6 F1	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr16 A1|16 2.45 cM	mouse chr16 A1|16 2.45 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr19 C3|19 38.97 cM	mouse chr19 C3|19 38.97 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr4 A5|4 16.86 cM	mouse chr4 A5|4 16.86 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr19 A|19 5.08 cM	mouse chr19 A|19 5.08 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr10 D3|10 76.5 cM	mouse chr10 D3|10 76.5 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr11 D|11 66.29 cM	mouse chr11 D|11 66.29 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr13 D2.1|13	mouse chr13 D2.1|13	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr14 A3|14 11.53 cM	mouse chr14 A3|14 11.53 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr2 A3|2 19.38 cM	mouse chr2 A3|2 19.38 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr9 A5.2|9 25.36 cM	mouse chr9 A5.2|9 25.36 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr16|16 B3	mouse chr16|16 B3	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr19 C3|19 37.98 cM	mouse chr19 C3|19 37.98 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr12 B3|12	mouse chr12 B3|12	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr17|17 D-E1	mouse chr17|17 D-E1	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr5|5 A2	mouse chr5|5 A2	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr10|10 B5.3	mouse chr10|10 B5.3	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr19 D3|19 56.52 cM	mouse chr19 D3|19 56.52 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr17|17 A2	mouse chr17|17 A2	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr17 B1|17 19.01 cM	mouse chr17 B1|17 19.01 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr10|10 A3	mouse chr10|10 A3	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr2 E1|2 50.44 cM	mouse chr2 E1|2 50.44 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr5|5 G2	mouse chr5|5 G2	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr9 D|9 39.85 cM	mouse chr9 D|9 39.85 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr14 B|14 22.36 cM	mouse chr14 B|14 22.36 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr17 A3.1|17	mouse chr17 A3.1|17	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr5 F|5 55.99 cM	mouse chr5 F|5 55.99 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr7 B4|7 29.66 cM	mouse chr7 B4|7 29.66 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr15 C|15	mouse chr15 C|15	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr8 E1|8 72.1 cM	mouse chr8 E1|8 72.1 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr12|12 C1	mouse chr12|12 C1	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr10|10 C	mouse chr10|10 C	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chrX A7.2|X	mouse chrX A7.2|X	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr1 G1|1	mouse chr1 G1|1	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr14|14 D3	mouse chr14|14 D3	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr8|8 C4	mouse chr8|8 C4	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr19|19 C2-C3	mouse chr19|19 C2-C3	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr11 B2|11 37.81 cM	mouse chr11 B2|11 37.81 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr14 C3|14 30.1 cM	mouse chr14 C3|14 30.1 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr7 E3|7 54.71 cM	mouse chr7 E3|7 54.71 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr4 D3|4 69.05 cM	mouse chr4 D3|4 69.05 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr15 E2|15 40.42 cM	mouse chr15 E2|15 40.42 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr3|3 E3-F1	mouse chr3|3 E3-F1	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr5 G2|5 85.17 cM	mouse chr5 G2|5 85.17 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr7 A3|7 9.94 cM	mouse chr7 A3|7 9.94 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr1 E3|1	mouse chr1 E3|1	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr5 A1|5 3.43 cM	mouse chr5 A1|5 3.43 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr14 E2.1|14	mouse chr14 E2.1|14	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr1|1 A4	mouse chr1|1 A4	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr11 A4|11 18.83 cM	mouse chr11 A4|11 18.83 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chrX|X D	mouse chrX|X D	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr2 F1|2 63.24 cM	mouse chr2 F1|2 63.24 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr11|11 A3.3	mouse chr11|11 A3.3	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr2|2 H3	mouse chr2|2 H3	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr10 C3|10	mouse chr10 C3|10	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr7 A3|7 14.11 cM	mouse chr7 A3|7 14.11 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr16|16 A3	mouse chr16|16 A3	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr11 E1|11 68.89 cM	mouse chr11 E1|11 68.89 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr15|15 B3.2	mouse chr15|15 B3.2	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr18|18 E1	mouse chr18|18 E1	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr7 A3|7 10.27 cM	mouse chr7 A3|7 10.27 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr3|3 F1-F2	mouse chr3|3 F1-F2	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr12 B1|12 18.06 cM	mouse chr12 B1|12 18.06 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr18 B2|18 19.46 cM	mouse chr18 B2|18 19.46 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr17 E1.2|17	mouse chr17 E1.2|17	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr14 B|14 19.09 cM	mouse chr14 B|14 19.09 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr3 H1|3 66.69 cM	mouse chr3 H1|3 66.69 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr7 D3|7 48.35 cM	mouse chr7 D3|7 48.35 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr11 A3.1|11	mouse chr11 A3.1|11	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr4 D2.2|4 56.52 cM	mouse chr4 D2.2|4 56.52 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr6|6 C1	mouse chr6|6 C1	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr4|4 A2	mouse chr4|4 A2	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr2 G3|2 74.83 cM	mouse chr2 G3|2 74.83 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr5 E3|5 47.29 cM	mouse chr5 E3|5 47.29 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr11 B3|11 42.38 cM	mouse chr11 B3|11 42.38 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr6 F1|6 56.95 cM	mouse chr6 F1|6 56.95 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr11|11 E2	mouse chr11|11 E2	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr3 F3|3 49.35 cM	mouse chr3 F3|3 49.35 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr3|3 G1	mouse chr3|3 G1	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr11 D|11 62.92 cM	mouse chr11 D|11 62.92 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr6|6 B1	mouse chr6|6 B1	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr7 B4|7 28.83 cM	mouse chr7 B4|7 28.83 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr4 C7|4 50.18 cM	mouse chr4 C7|4 50.18 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr17|17 E2	mouse chr17|17 E2	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr5|5 F-G1	mouse chr5|5 F-G1	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr13 B1|13 28.4 cM	mouse chr13 B1|13 28.4 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr11 C|11 50.3 cM	mouse chr11 C|11 50.3 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr16 A1|16 2.48 cM	mouse chr16 A1|16 2.48 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr7 F2|7 65.07 cM	mouse chr7 F2|7 65.07 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr1 F|1 62.56 cM	mouse chr1 F|1 62.56 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr8|8 B3.2	mouse chr8|8 B3.2	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr1 C1.2|1	mouse chr1 C1.2|1	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr1 H5|1 84.93 cM	mouse chr1 H5|1 84.93 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr9 A5.3|9 27.75 cM	mouse chr9 A5.3|9 27.75 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr9|9 A1	mouse chr9|9 A1	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr8 A1.1|8 5.73 cM	mouse chr8 A1.1|8 5.73 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr2 F1|2 63.26 cM	mouse chr2 F1|2 63.26 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr14|14 A2	mouse chr14|14 A2	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr17 B2|17	mouse chr17 B2|17	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr17 A1|17 4.92 cM	mouse chr17 A1|17 4.92 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr1 A2|1 2.08 cM	mouse chr1 A2|1 2.08 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr6 C1|6 32.14 cM	mouse chr6 C1|6 32.14 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr10|10 C2	mouse chr10|10 C2	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr12 F1|12 61.2 cM	mouse chr12 F1|12 61.2 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr2 E1|2 51.62 cM	mouse chr2 E1|2 51.62 cM	0.999999999963939	-3.6061216558317e-11	3	0	0	159	17270
mouse chr15 F1|15	mouse chr15 F1|15	0.999999999967968	-3.20315993997132e-11	40	0	0	159	17270
mouse chr14 C3|14	mouse chr14 C3|14	0.999999999967968	-3.20315993997132e-11	40	0	0	159	17270
mouse chrX F1|X	mouse chrX F1|X	0.999999999967968	-3.20315993997132e-11	40	0	0	159	17270
mouse chr12 C3|12	mouse chr12 C3|12	0.999999999967968	-3.20315993997132e-11	40	0	0	159	17270
mouse chr10 D2|10	mouse chr10 D2|10	0.999999999967968	-3.20315993997132e-11	40	0	0	159	17270
mouse chr17 A3.3|17	mouse chr17 A3.3|17	0.999999999970289	-2.97107774537994e-11	109	0	0	159	17270
mouse chr11|11	mouse chr11|11	0.999999999970289	-2.97107774537994e-11	109	0	0	159	17270
mouse chr15 F3|15	mouse chr15 F3|15	0.999999999973625	-2.63748031340976e-11	35	0	0	159	17270
mouse chr5 A3|5	mouse chr5 A3|5	0.999999999973625	-2.63748031340976e-11	35	0	0	159	17270
mouse chr8 C2|8	mouse chr8 C2|8	0.999999999974527	-2.54733328723457e-11	10	0	0	159	17270
mouse chr13 A4|13	mouse chr13 A4|13	0.999999999974527	-2.54733328723457e-11	10	0	0	159	17270
mouse chr9|9 A3	mouse chr9|9 A3	0.999999999974527	-2.54733328723457e-11	10	0	0	159	17270
mouse chr11|11 D	mouse chr11|11 D	0.999999999974527	-2.54733328723457e-11	10	0	0	159	17270
mouse chr11 D|11 59.01 cM	mouse chr11 D|11 59.01 cM	0.999999999974527	-2.54733328723457e-11	10	0	0	159	17270
mouse chr5 E2|5	mouse chr5 E2|5	0.999999999974527	-2.54733328723457e-11	10	0	0	159	17270
mouse chr1 H2.1|1	mouse chr1 H2.1|1	0.999999999974527	-2.54733328723457e-11	10	0	0	159	17270
mouse chr18 E4|18	mouse chr18 E4|18	0.999999999974527	-2.54733328723457e-11	10	0	0	159	17270
mouse chr3|3 H3	mouse chr3|3 H3	0.999999999974527	-2.54733328723457e-11	10	0	0	159	17270
mouse chr9|9 A4	mouse chr9|9 A4	0.999999999974527	-2.54733328723457e-11	10	0	0	159	17270
mouse chr14 E4|14	mouse chr14 E4|14	0.999999999974527	-2.54733328723457e-11	10	0	0	159	17270
mouse chr1|1 C3	mouse chr1|1 C3	0.999999999974527	-2.54733328723457e-11	10	0	0	159	17270
mouse chr6 A3.1|6	mouse chr6 A3.1|6	0.999999999974527	-2.54733328723457e-11	10	0	0	159	17270
mouse chr17 B1|17 18.59 cM	mouse chr17 B1|17 18.59 cM	0.999999999974527	-2.54733328723457e-11	10	0	0	159	17270
mouse chr15|15 F3	mouse chr15|15 F3	0.999999999974527	-2.54733328723457e-11	10	0	0	159	17270
mouse chr1 E2.3|1	mouse chr1 E2.3|1	0.999999999974527	-2.54733328723457e-11	10	0	0	159	17270
mouse chr6|6 D1	mouse chr6|6 D1	0.999999999974527	-2.54733328723457e-11	10	0	0	159	17270
mouse chr8|8 C3	mouse chr8|8 C3	0.999999999974527	-2.54733328723457e-11	10	0	0	159	17270
mouse chr12|12 C3	mouse chr12|12 C3	0.999999999974527	-2.54733328723457e-11	10	0	0	159	17270
mouse chr12 C2|12	mouse chr12 C2|12	0.999999999974527	-2.54733328723457e-11	10	0	0	159	17270
mouse chr8|8 D2	mouse chr8|8 D2	0.999999999974527	-2.54733328723457e-11	10	0	0	159	17270
mouse chr7|7 F5	mouse chr7|7 F5	0.999999999974527	-2.54733328723457e-11	10	0	0	159	17270
mouse chr19|19	mouse chr19|19	0.999999999976092	-2.39081310986647e-11	69	0	0	159	17270
mouse chr4|4	mouse chr4|4	0.999999999976202	-2.37976104605275e-11	112	0	0	159	17270
mouse chr5 E3|5	mouse chr5 E3|5	0.999999999976535	-2.34654850068639e-11	16	0	0	159	17270
mouse chr14 C3-D1|14	mouse chr14 C3-D1|14	0.999999999976535	-2.34654850068639e-11	16	0	0	159	17270
mouse chr7 B3|7	mouse chr7 B3|7	0.999999999976535	-2.34654850068639e-11	16	0	0	159	17270
mouse chr10 B3|10	mouse chr10 B3|10	0.999999999976535	-2.34654850068639e-11	16	0	0	159	17270
mouse chr1 G3|1	mouse chr1 G3|1	0.999999999976535	-2.34654850068639e-11	16	0	0	159	17270
mouse chr6 C3|6 35.94 cM	mouse chr6 C3|6 35.94 cM	0.999999999976535	-2.34654850068639e-11	16	0	0	159	17270
mouse chrY	mouse chrY	0.999999999976535	-2.34654850068639e-11	16	0	0	159	17270
mouse chr9 E1|9	mouse chr9 E1|9	0.999999999977596	-2.24043919650971e-11	15	0	0	159	17270
mouse chr1 H5|1	mouse chr1 H5|1	0.999999999977596	-2.24043919650971e-11	15	0	0	159	17270
mouse chr17 B3|17	mouse chr17 B3|17	0.999999999977596	-2.24043919650971e-11	15	0	0	159	17270
mouse chr1 C2|1	mouse chr1 C2|1	0.999999999977596	-2.24043919650971e-11	15	0	0	159	17270
mouse chr5 G1.3|5	mouse chr5 G1.3|5	0.999999999977596	-2.24043919650971e-11	15	0	0	159	17270
mouse chr5 C3.1|5	mouse chr5 C3.1|5	0.999999999977596	-2.24043919650971e-11	15	0	0	159	17270
mouse chr7|7 F3	mouse chr7|7 F3	0.999999999977596	-2.24043919650971e-11	15	0	0	159	17270
mouse chr4|4 D1	mouse chr4|4 D1	0.999999999977596	-2.24043919650971e-11	15	0	0	159	17270
mouse chr3 A1|3	mouse chr3 A1|3	0.999999999977596	-2.24043919650971e-11	15	0	0	159	17270
mouse chr18 B2|18	mouse chr18 B2|18	0.999999999977596	-2.24043919650971e-11	15	0	0	159	17270
mouse chr3 D|3	mouse chr3 D|3	0.999999999977596	-2.24043919650971e-11	15	0	0	159	17270
mouse chr17|17 C	mouse chr17|17 C	0.999999999977596	-2.24043919650971e-11	15	0	0	159	17270
mouse chr6 F2|6 59.17 cM	mouse chr6 F2|6 59.17 cM	0.999999999977596	-2.24043919650971e-11	15	0	0	159	17270
mouse chr9 A2|9	mouse chr9 A2|9	0.999999999977596	-2.24043919650971e-11	15	0	0	159	17270
mouse chr2|2 H1	mouse chr2|2 H1	0.999999999977596	-2.24043919650971e-11	15	0	0	159	17270
mouse chr11 B1.1|11	mouse chr11 B1.1|11	0.999999999977596	-2.24043919650971e-11	15	0	0	159	17270
mouse chr14 B|14	mouse chr14 B|14	0.999999999978856	-2.11437911903679e-11	53	0	0	159	17270
mouse chr4 A5|4	mouse chr4 A5|4	0.999999999981113	-1.88873519782405e-11	37	0	0	159	17270
mouse chr6 E3|6	mouse chr6 E3|6	0.999999999981113	-1.88873519782405e-11	37	0	0	159	17270
mouse chr10 B4|10	mouse chr10 B4|10	0.999999999981113	-1.88873519782405e-11	37	0	0	159	17270
mouse chr7|7 B2	mouse chr7|7 B2	0.999999999981841	-1.81591485586596e-11	14	0	0	159	17270
mouse chr4|4 B2	mouse chr4|4 B2	0.999999999981841	-1.81591485586596e-11	14	0	0	159	17270
mouse chr9|9 D	mouse chr9|9 D	0.999999999981841	-1.81591485586596e-11	14	0	0	159	17270
mouse chr5 B2|5	mouse chr5 B2|5	0.999999999981841	-1.81591485586596e-11	14	0	0	159	17270
mouse chr18 D1|18	mouse chr18 D1|18	0.999999999981841	-1.81591485586596e-11	14	0	0	159	17270
mouse chr14|14 B	mouse chr14|14 B	0.999999999981841	-1.81591485586596e-11	14	0	0	159	17270
mouse chr9 E3.1|9	mouse chr9 E3.1|9	0.999999999981841	-1.81591485586596e-11	14	0	0	159	17270
mouse chr18 D3|18	mouse chr18 D3|18	0.999999999981841	-1.81591485586596e-11	14	0	0	159	17270
mouse chr15 F2|15	mouse chr15 F2|15	0.999999999981841	-1.81591485586596e-11	14	0	0	159	17270
mouse chr8 B1.1|8	mouse chr8 B1.1|8	0.999999999981841	-1.81591485586596e-11	14	0	0	159	17270
mouse chr15|15 E2	mouse chr15|15 E2	0.999999999981841	-1.81591485586596e-11	14	0	0	159	17270
mouse chr18|18 B3	mouse chr18|18 B3	0.999999999981841	-1.81591485586596e-11	14	0	0	159	17270
mouse chr2 E2|2	mouse chr2 E2|2	0.999999999981936	-1.80641840315521e-11	21	0	0	159	17270
mouse chr3 G1|3	mouse chr3 G1|3	0.999999999981936	-1.80641840315521e-11	21	0	0	159	17270
mouse chr6 G3|6	mouse chr6 G3|6	0.999999999981936	-1.80641840315521e-11	21	0	0	159	17270
mouse chr4 B3|4	mouse chr4 B3|4	0.999999999981936	-1.80641840315521e-11	21	0	0	159	17270
mouse chr11 B1.2|11	mouse chr11 B1.2|11	0.999999999981936	-1.80641840315521e-11	21	0	0	159	17270
mouse chr10 A3|10	mouse chr10 A3|10	0.999999999981936	-1.80641840315521e-11	21	0	0	159	17270
mouse chr16 C4|16	mouse chr16 C4|16	0.999999999981936	-1.80641840315521e-11	21	0	0	159	17270
mouse chr17 E4|17	mouse chr17 E4|17	0.999999999981936	-1.80641840315521e-11	21	0	0	159	17270
mouse chr16 B3|16	mouse chr16 B3|16	0.999999999982155	-1.78447761370693e-11	47	0	0	159	17270
mouse chr14 D1|14	mouse chr14 D1|14	0.999999999982155	-1.78447761370693e-11	47	0	0	159	17270
mouse chr4 E1|4	mouse chr4 E1|4	0.999999999982453	-1.7546961554414e-11	43	0	0	159	17270
mouse chr2 F1|2	mouse chr2 F1|2	0.999999999982453	-1.7546961554414e-11	43	0	0	159	17270
mouse chrX A5|X	mouse chrX A5|X	0.999999999985674	-1.4325935825619e-11	28	0	0	159	17270
mouse chr6 B2.3|6	mouse chr6 B2.3|6	0.999999999985674	-1.4325935825619e-11	28	0	0	159	17270
mouse chr8 A4|8	mouse chr8 A4|8	0.999999999985674	-1.4325935825619e-11	28	0	0	159	17270
mouse chr9 D|9	mouse chr9 D|9	0.999999999985674	-1.4325935825619e-11	28	0	0	159	17270
mouse chr12 D2|12	mouse chr12 D2|12	0.999999999985674	-1.4325935825619e-11	28	0	0	159	17270
